,Name,Link,Phone
2656,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
2657,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
2658,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
2659,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
2660,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
2661,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
2662,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
2663,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
2664,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
2665,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
2666,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
2667,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
2668,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
2669,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
2670,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
2671,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
2672,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
2673,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
2674,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
2675,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
2676,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
2677,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
2678,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
2679,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
2680,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
2681,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
2682,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
2683,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
2684,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
2685,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
2686,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
2687,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
2688,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
2689,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
2690,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
2691,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
2692,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
2693,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
2694,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
2695,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
2696,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
2697,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
2698,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
2699,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
2700,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
2701,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
2702,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
2703,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
2704,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
2705,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
2706,Hall of Justice,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8900
2707,Juvenile Justice Center,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8820
2708,East County Courthouse,http://www.ventura.courts.ca.gov/locations.html,(805) 639-5010
2709,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,(925) 608-1000
2710,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,(925) 608-1000
2711,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,(925) 608-1000
2712,"Richmond Superior Court, George D. Carroll Courthouse
",http://www.cc-courts.org/locations/rich.aspx,(925) 608-1000
2713,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,(925) 608-1000
2714,Walnut Creek Superior Court ,http://www.cc-courts.org/locations/wc.aspx,(925) 608-1000
2715,Court Records,http://www.cc-courts.org/locations/records.aspx,(925) 608-1000
2716,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
2717,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
2718,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
2719,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
2720,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
2721,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
2722,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
2723,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
2724,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
2725,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
2726,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
2727,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
2728,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
2729,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
2730,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
2731,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
2732,Downtown Superior Court,http://www.scscourt.org/general_info/contact/courthouses/dts.shtml,(408) 882-2100
2733,Family Justice Center,http://www.scscourt.org/general_info/contact/courthouses/fjcc.shtml,(408) 792-4200
2734,Hall of Justice,http://www.scscourt.org/general_info/contact/courthouses/hoj.shtml,(408) 808-6600
2735,Juvenile Justice,http://www.scscourt.org/general_info/contact/courthouses/guadalupe.shtml,(408) 808-6200
2736,Old Courthouse,http://www.scscourt.org/general_info/contact/courthouses/och.shtml,(408) 883-2100
2737,Palo Alto Courthouse,http://www.scscourt.org/general_info/contact/courthouses/paloalto.shtml,(650) 462-3800
2738,Santa Clara Courthouse,http://www.scscourt.org/general_info/contact/courthouses/santaclara.shtml,(408) 556-3000
2739,South County Courthouse,http://www.scscourt.org/general_info/contact/courthouses/southcounty.shtml,(408) 695-5000
2740,Criminal Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
2741,Civil & Family Law Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
2742,Grover Beach Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
2743,Veterans Memorial Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
2744,Paso Robles Branch,https://www.slo.courts.ca.gov/gi/contact-location.htm,(805) 706-3600
2745,Yreka Court,http://www.siskiyou.courts.ca.gov/generalinfo/contact_locations.htm,(530) 842-8182
2746,Downtown Superior Court,http://www.scscourt.org/general_info/contact/courthouses/dts.shtml,(408) 882-2100
2747,Family Justice Center,http://www.scscourt.org/general_info/contact/courthouses/fjcc.shtml,(408) 792-4200
2748,Hall of Justice,http://www.scscourt.org/general_info/contact/courthouses/hoj.shtml,(408) 808-6600
2749,Juvenile Justice,http://www.scscourt.org/general_info/contact/courthouses/guadalupe.shtml,(408) 808-6200
2750,Old Courthouse,http://www.scscourt.org/general_info/contact/courthouses/och.shtml,(408) 883-2100
2751,Palo Alto Courthouse,http://www.scscourt.org/general_info/contact/courthouses/paloalto.shtml,(650) 462-3800
2752,Santa Clara Courthouse,http://www.scscourt.org/general_info/contact/courthouses/santaclara.shtml,(408) 556-3000
2753,South County Courthouse,http://www.scscourt.org/general_info/contact/courthouses/southcounty.shtml,(408) 695-5000
2754,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
2755,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
2756,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
2757,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
2758,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
2759,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
2760,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
2761,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
2762,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
2763,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
2764,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
2765,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
2766,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
2767,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
2768,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
2769,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
2770,Historic Courthouse,http://www.napa.courts.ca.gov/general-info/contacts-locations,(707) 299-1100
2771,Criminal Courthouse,http://www.napa.courts.ca.gov/general-info/contacts-locations,(707) 299-1100
2772,Juvenile Courthouse,http://www.napa.courts.ca.gov/general-info/contacts-locations,(707) 299-1100
2773,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
2774,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
2775,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
2776,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
2777,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
2778,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
2779,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
2780,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
2781,Barstow District,https://sb-court.org/locations/barstow-district,
2782,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
2783,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
2784,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
2785,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
2786,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
2787,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
2788,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
2789,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
2790,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
2791,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
2792,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
2793,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
2794,Nevada City Courthouse,http://nccourt.net/geninfo/location-hours.shtml,(530) 362-4309
2795,Truckee Courthouse,http://nccourt.net/geninfo/location-hours.shtml,(530) 362-4309
2796,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
2797,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
2798,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
2799,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
2800,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
2801,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
2802,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
2803,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
2804,San Leandro - John George Psychiatric Pavilion,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-John-George-Psychiatric-Pavilion,(510) 891-6332
2805,San Leandro - Juvenile Justice Center,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-Juvenile-Justice-Center,(510) 618-1106
2806,Main Courthouse,https://www.stanct.org/main-courthouse,(209) 530-3100
2807,City Towers Courthouse,https://www.stanct.org/city-towers-courthouse-civil,(209) 530-3100
2808,Turlock Division,https://www.stanct.org/turlock-court-small-claims-ud,(209) 530-3100
2809,Traffic Court,https://www.stanct.org/traffic-court,"(209) 530-3100, option 1"
2810,Juvenile Court,https://www.stanct.org/juvenile-court,(209) 530-3100
2811,Central Justice Center,https://www.occourts.org/locations/cjc.html,(657) 622-6878
2812,Community Court,https://www.occourts.org/locations/community-court.html,(657) 622-5801
2813,Civil Complex Center,https://www.occourts.org/locations/cxc.html,(657) 622-6878
2814,Department CJ1 Orange County Men's Jail,https://www.occourts.org/locations/oc-jail-cj1.html,(657) 622-7102
2815,Harbor Justice Center,https://www.occourts.org/locations/hjc-nb.html,(657) 622-5400
2816,Lamoreaux Justice Center,https://www.occourts.org/locations/ljc.html,(657) 622-6878
2817,North Justice Center,https://www.occourts.org/locations/njc.html,(657) 622-5600
2818,West Justice Center,https://www.occourts.org/locations/wjc.html,(657) 622-5900
2819,Superior Court Service Center,https://www.occourts.org/locations/scsc.html,(657) 622-6878
2820,Banning Justice Center,https://www.riverside.courts.ca.gov/bldgs/banning.shtml,(951) 572-5408
2821,Blythe Courthouse,https://www.riverside.courts.ca.gov/bldgs/blythe.shtml,(760) 775-8500
2822,Corona Courthouse,https://www.riverside.courts.ca.gov/bldgs/corona.shtml,(951) 777-3147
2823,Hemet Courthouse,https://www.riverside.courts.ca.gov/bldgs/hemet.shtml,(951) 306-3561
2824,Indio Juvenile,https://www.riverside.courts.ca.gov/bldgs/indiojuv.shtml,(760)393-2617
2825,Larson Justice Center,https://www.riverside.courts.ca.gov/bldgs/larson.shtml,(760)393-2617
2826,Moreno Valley Courthouse,https://www.riverside.courts.ca.gov/bldgs/moval.shtml,(951)777-3147
2827,Southwest Justice Center,https://www.riverside.courts.ca.gov/bldgs/swjc.shtml,(951)704-7634
2828,Southwest Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/SouthwestJuvenileCourt.shtml,(951)704-7634
2829,Palm Springs Courthouse,https://www.riverside.courts.ca.gov/bldgs/palmsprings.shtml,(760) 393-2617
2830,Riverside Family Law Courthouse,https://www.riverside.courts.ca.gov/bldgs/rivfamlaw.shtml,(951) 777-3147
2831,Riverside Hall of Justice,https://www.riverside.courts.ca.gov/bldgs/hoj.shtml,(951) 777-3147
2832,Riverside Historic Courthouse,https://www.riverside.courts.ca.gov/bldgs/historic.shtml,(951) 777-3147
2833,Riverside Juvenile Court,https://www.riverside.courts.ca.gov/bldgs/rivjuv.shtml,(951) 777-3147
2834,Temecula Courthouse,https://www.riverside.courts.ca.gov/bldgs/temecula.shtml,(951) 704-7634
2835,Riverside Self-Help Center,https://www.riverside.courts.ca.gov/SelfHelp/SelfHelpInfoCenters/self-help-info-centers.php,
2836,Airport Courthouse,http://www.lacourt.org/courthouse/info/lax,(310) 725-3000
2837,Alfred J. McCourtney Juvenile Justice Center,http://www.lacourt.org/courthouse/info/lan,(661) 483-5924
2838,Alhambra Courthouse,http://www.lacourt.org/courthouse/info/alh,(626) 293-2100
2839,Bellflower Courthouse,http://www.lacourt.org/courthouse/info/lc,(562) 345-3300
2840,Beverly Hills Courthouse,http://www.lacourt.org/courthouse/info/bh,(310) 281-2400
2841,Burbank Courthouse,http://www.lacourt.org/courthouse/info/bur,(818) 260-8400
2842,Catalina Courthouse,http://www.lacourt.org/courthouse/info/cat,(562) 256-3100
2843,Central Arraignment Courthouse,http://www.lacourt.org/courthouse/info/cac,(213) 617-5699
2844,Central Civil West Courthouse,http://www.lacourt.org/courthouse/info/ccw,(213) 351-7598
2845,Chatsworth Courthouse,http://www.lacourt.org/courthouse/info/cha,(818) 407-2200
2846,Clara Shortridge Foltz Criminal Justice Center,http://www.lacourt.org/courthouse/info/ccb,(213) 628-7900
2847,Compton Courthouse,http://www.lacourt.org/courthouse/info/com,(310) 761-4300
2848,Downey Courthouse,http://www.lacourt.org/courthouse/info/dow,(562) 658-0500
2849,East Los Angeles Courthouse,http://www.lacourt.org/courthouse/info/ela,(323) 881-5800
2850,Eastlake Juvenile Court,http://www.lacourt.org/courthouse/info/elj,(323) 227-4399
2851,Edmund D. Edelman Children's Court,http://www.lacourt.org/courthouse/info/ccj,(323) 307-8000
2852,El Monte Courthouse,http://www.lacourt.org/courthouse/info/elm,(626) 401-2200
2853,Glendale Courthouse,http://www.lacourt.org/courthouse/info/gln,(818) 265-6400
2854,Governor George Deukmejian Courthouse,http://www.lacourt.org/courthouse/info/lb,(562) 256-3100
2855,Inglewood Courthouse,http://www.lacourt.org/courthouse/info/ing,(310) 419-1300
2856,Inglewood Juvenile Courthouse,http://www.lacourt.org/courthouse/info/igj,(310) 412-8301
2857,Los Padrinos Juvenile Courthouse,http://www.lacourt.org/courthouse/info/lpj,(562) 658-0700
2858,Metropolitan Courthouse,http://www.lacourt.org/courthouse/info/met,(213) 745-3202
2859,Michael Antonovich Antelope Valley Courthouse,http://www.lacourt.org/courthouse/info/atp,(661) 483-5500
2860,Norwalk Courthouse,http://www.lacourt.org/courthouse/info/se,(562) 345-3700
2861,Pasadena Courthouse,http://www.lacourt.org/courthouse/info/pas,(626) 396-3300
2862,Pomona Courthouse South,http://www.lacourt.org/courthouse/info/ea,(909) 802-1100
2863,San Fernando Courthouse,http://www.lacourt.org/courthouse/info/las,(818) 256-1800
2864,Santa Clarita Courthouse,http://www.lacourt.org/courthouse/info/new,(661) 253-5600
2865,Santa Monica Courthouse,http://www.lacourt.org/courthouse/info/sm,(310) 255-1840
2866,Spring Street Courthouse,http://www.lacourt.org/courthouse/info/ss,(213) 310-7000
2867,Stanley Mosk Courthouse,http://www.lacourt.org/courthouse/info/la,(213) 830-0803
2868,Sylmar Juvenile Courthouse,http://www.lacourt.org/courthouse/info/slj,(818) 256-1180
2869,Torrance Courthouse,http://www.lacourt.org/courthouse/info/sba,(310) 787-3700
2870,Van Nuys Courthouse East,http://www.lacourt.org/courthouse/info/nw,(818) 901-4600
2871,Van Nuys Courthouse West,http://www.lacourt.org/courthouse/info/lav,(818) 989-6900
2872,West Covina Courthouse,http://www.lacourt.org/courthouse/info/cit,(626) 430-2600
2873,Whittier Courthouse,http://www.lacourt.org/courthouse/info/wh,
2874,Hall of Justice,http://marincourt.org/directions.htm,(415) 444-7000
2875,Alameda - George E. McDonald Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Alameda-George-E-McDonald-Hall-of-Justice,(510) 891-6005
2876,Berkeley Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Berkeley-Courthouse,(510) 647-4439
2877,Dublin - East County Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/East-County-Hall-of-Justice,(925) 227-6700
2878,Fremont Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Fremont-Hall-of-Justice,(510) 818-7500
2879,Hayward Hall of Justice,http://www.alameda.courts.ca.gov/Pages.aspx/Hayward-Hall-of-Justice,(510) 690-2700
2880,Oakland - René C. Davidson Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Ren-C-Davidson-Courthouse,(510) 891-6000
2881,Oakland - Wiley W. Manuel Courthouse,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Wiley-W-Manuel-Courthouse,(510) 627-4700
2882,Oakland - Administration Building,http://www.alameda.courts.ca.gov/Pages.aspx/Oakland-Administration-Building,
2883,San Leandro - John George Psychiatric Pavilion,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-John-George-Psychiatric-Pavilion,(510) 891-6332
2884,San Leandro - Juvenile Justice Center,http://www.alameda.courts.ca.gov/Pages.aspx/San-Leandro-Juvenile-Justice-Center,(510) 618-1106
2885,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,(925) 608-1000
2886,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,(925) 608-1000
2887,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,(925) 608-1000
2888,"Richmond Superior Court, George D. Carroll Courthouse
",http://www.cc-courts.org/locations/rich.aspx,(925) 608-1000
2889,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,(925) 608-1000
2890,Walnut Creek Superior Court ,http://www.cc-courts.org/locations/wc.aspx,(925) 608-1000
2891,Court Records,http://www.cc-courts.org/locations/records.aspx,(925) 608-1000
2892,Central Courthouse,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1905044&_dad=portal&_schema=PORTAL",(619) 844-2700
2893,Hall of Justice,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059017&_dad=portal&_schema=PORTAL",(858) 634-1919
2894,Kearny Mesa,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059076&_dad=portal&_schema=PORTAL",(858) 634-1800
2895,Juvenile Court,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058981&_dad=portal&_schema=PORTAL",(858) 634-1600
2896,East County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059067&_dad=portal&_schema=PORTAL",(619) 456-4100
2897,North County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1058990&_dad=portal&_schema=PORTAL",(760) 201-8600
2898,South County,"http://www.sdcourt.ca.gov/portal/page?_pageid=55,1059049&_dad=portal&_schema=PORTAL",(619) 746-6200
2899,Hall of Justice,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8900
2900,Juvenile Justice Center,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8820
2901,East County Courthouse,http://www.ventura.courts.ca.gov/locations.html,(805) 639-5010
2902,Appeals,https://sb-court.org/locations/appeals-and-appellate-division,(909) 384-1888
2903,Barstow District,https://sb-court.org/locations/barstow-district,
2904,Big Bear District,https://sb-court.org/locations/big-bear-district,(760) 718-3700
2905,Fontana District,https://sb-court.org/locations/fontana-district,(909) 350-9322
2906,Joshua Tree District,https://sb-court.org/locations/joshua-tree-district,((760) 974) 3048 [criminal/traffic]; (760) 974-3047 [family law]
2907,Mental Health Court,https://sb-court.org/locations/mental-health-court,(909) 498-2296
2908,Needles District,https://sb-court.org/locations/needles-district,(760) 718-3700
2909,Rancho Cucamonga District,https://sb-court.org/locations/rancho-cucamonga-district,(909) 350-9764
2910,San Bernardino Justice Center,https://www.sb-court.org/locations/san-bernardino,
2911,Victorville District,https://sb-court.org/locations/victorville-district,(760) 245-6215
2912,San Bernardino Juvenile Delinquency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-delinquency,(909) 269-8840
2913,San Bernardino Juvenile Dependency,https://sb-court.org/locations/juvenile-courts/san-bernardino-juvenile-dependency,(909) 269-8900
2914,San Bernardino Child Support Division,https://sb-court.org/locations/san-bernardino-justice-center/child-support-division-san-bernardino-district,(909) 269-8789
2915,San Bernardino Family Law,https://sb-court.org/locations/san-bernardino-justice-center/family-law-division-san-bernardino-district,(909) 521-3136
2916,Wakefield Taylor Courthouse,http://www.cc-courts.org/locations/taylor.aspx,(925) 608-1000
2917,Spinetta Family Law Center,http://www.cc-courts.org/locations/spinetta.aspx,(925) 608-1000
2918,A. F. Bray Courthouse,http://www.cc-courts.org/locations/bray.aspx,(925) 608-1000
2919,"Richmond Superior Court, George D. Carroll Courthouse
",http://www.cc-courts.org/locations/rich.aspx,(925) 608-1000
2920,"Pittsburg Superior Court, Richard E. Arnason Justice Center",http://www.cc-courts.org/locations/pitt.aspx,(925) 608-1000
2921,Walnut Creek Superior Court ,http://www.cc-courts.org/locations/wc.aspx,(925) 608-1000
2922,Court Records,http://www.cc-courts.org/locations/records.aspx,(925) 608-1000
2923,Hall of Justice,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8900
2924,Juvenile Justice Center,http://www.ventura.courts.ca.gov/locations.html,(805) 289-8820
2925,East County Courthouse,http://www.ventura.courts.ca.gov/locations.html,(805) 639-5010
2926,Salinas Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
2927,Juvenile Justice Court,https://www.monterey.courts.ca.gov/general-information/locations,(831) 775-5400
2928,Monterey Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 647-5800
2929,Marina Courthouse,https://www.monterey.courts.ca.gov/general-information/locations,(831) 883-5300
2930,Southern Branch: Hall of Justice and Records,https://www.sanmateocourt.org/general_info/locations_and_contact_info/hoj.php,(650) 261-5100
